title,content,tokens,url
I have exceeded all my PIN/CVC tries,To reset your card's CVC or PIN tries:Navigate to Cards tabSelect your cardChoose 'Settings'Tap 'Unblock PIN/CVV' and follow the prompts to get another three attempts.Note: you have to be the owner of the card to reset its PIN/CVC tries.Something's wrong with a payment? Raise a support request here and we will check that for you.,100,https://help.revolut.com/business/help/making-paymentsbusiness/issues-with-cards-and-card-payments/i-have-exceeded-all-my-pin-cvc-tries
My card has been compromised/lost/stolen,"Make sure to freeze your card as soon as possible so no one can access your funds through it. Next, you can order yourself a new card.If you believe your card may have been used fraudulently, submit a chargeback request:Go to 'Payments' and select the relevant transactionClick 'Report an issue'Select the issueRaise the request and provide the detailsIf you have not received any details from us in 15 days once you have submitted the chargeback request, contact our support team to provide more information about the process.Found your card but it's not working? Submit a support request here to reactivate your card.",100,https://help.revolut.com/business/help/making-paymentsbusiness/issues-with-cards-and-card-payments/my-card-has-been-compromised-lost-stolen
I would like a refund for something I bought,"In a situation where you are not satisfied with the goods or services you paid for, or you were charged an incorrect amount, please contact the merchant directly to request a full or partial refund. If your order hasn’t arrived, please check the expected delivery date and track the order if you can, before requesting a refund from the merchant.If you have already tried to resolve the issue with the merchant but they refused to help, please submit a chargeback request. We will need your proof of purchase and evidence of your attempt to contact the merchant to complete the chargeback process.Go to 'Payments' and select the relevant transactionClick 'Report an issue'Select the issueRaise the request and provide the detailsPlease note, it can take up to 30 days for Visa transactions and up to 45 days for MasterCard transactions for your dispute to be finalised once it is raised by our Chargeback Team. If you have not heard from us within 15 days you have completed the chargeback form, you can raise a follow up request here.",100,https://help.revolut.com/business/help/making-paymentsbusiness/issues-with-cards-and-card-payments/i-would-like-a-refund-for-something-i-bought
I don't recognise a card transaction/withdrawal,"Make sure to freeze your card as soon as possible to make sure no one can access any funds through it.Go to your transactions list and see if you have any other payments made to that merchant in the past and whether you recognise them.If you don't, please raise a chargeback request so we can help you get your money back:Go to 'Payments' and select the relevant transactionClick 'Report an issue'Select the issueRaise the request and provide the detailsPlease note, it can take up to 30 days for Visa transactions and up to 45 days for MasterCard transactions for your dispute to be finalised once it is raised by our Chargeback Team. They should update you within 2 weeks once you have submitted the chargeback request. If you have not heard from them in 15 days, please check with us further here.",100,https://help.revolut.com/business/help/making-paymentsbusiness/issues-with-cards-and-card-payments/i-don-t-recognise-a-card-transaction-withdrawal
How long does it take for a refund to cash into my account?,"After you have successfully requested a refund from a merchant, the money normally takes 15 days or more to arrive and we’ll update your statement automatically as soon as the funds have reached your Revolut account. If the funds have failed to arrive after 15 days, please contact the merchant directly to get an update.Unfortunately, we are not in a position to issue the refund directly to your business or provide you with an update from a specific merchant. However, if you are awaiting a refund for your initial card payment, which has not arrived within the expected timeframe and you have a refund confirmation, please submit a chargeback request so we can help:Go to 'Payments' and select the relevant transactionClick 'Report an issue'Select the issueRaise the request and provide the detailsPlease have your refund confirmation ready before speaking with an agent and remember, it can take up to 30 days for Visa transactions and up to 45 days for MasterCard transactions for your dispute to be finalised once it is raised by our Chargeback Team. If you have not heard from us within 15 days you have completed the chargeback form, you can raise a follow up request here.",100,https://help.revolut.com/business/help/making-paymentsbusiness/issues-with-cards-and-card-payments/my-refund-is-not-showing-up-in-my-statement
What are Metal cards and how do I get one?,"Business Metal cards are debit cards that you're able to order for you or your team members linked to your Revolut Business account with one of our paid Company or Freelancer plans.Metal cards are a unique addition to paid plans and as such don't include any insurance or other benefits.Metal cards are shipped using an express delivery method ensuring that you won't have to wait longer than 3 days.Currently we offer two colours for Metal cards: black and gold.If you run out of your free Metal cards allowance, you can still get more of them at a cost of 49 GBP (or equivalent for other currencies) each.Important:If you're downgrading your plan, you must pay 49 GBP (or equivalent currency) for any free Metal card issued within the last 3 months and not available on your new plan free allowance.If you're closing your account, you must pay 49 GBP (or equivalent currency) for any free Metal card issued within the last 3 months.If you have any troubles with your new card order or delivery, you might be eligible for a refund. Raise a support request here.",100,https://help.revolut.com/business/help/making-paymentsbusiness/physical-cards/what-are-metal-cards-and-how-do-i-get-one
How do I activate a new card?,"To activate your new physical card, you can either make a chip & PIN transaction with your new card, or withdraw cash from an ATM. You must have already completed your identity check to activate and use the card.For security reasons, our physical cards have contactless and online payments disabled by default. Go to the card's settings to enable them.Click here to check your PIN and other card details.You can also submit a request to reactivate your card or report any troubles with delivery.",100,https://help.revolut.com/business/help/making-paymentsbusiness/physical-cards/how-do-i-activate-a-new-card
I have exceeded my limit for contactless payments,"Go to the Cards tabSelect your cardChoose 'PIN & Security'Tap 'Reset contactless limit'Note: you have to be the owner of the card to reset its limit.If you have any questions about your declined payment, raise a support request here and we will check that for you.",100,https://help.revolut.com/business/help/making-paymentsbusiness/physical-cards/i-have-exceeded-my-limit-for-contactless-payments
I want to change my card PIN,"You can change your card PIN at any ATM that provides PIN services and accepts Visa or Mastercard. Please be aware that there are certain countries where ATMs do not support PIN change, including Belgium, Luxembourg, Austria, Germany, Spain, France, and Singapore.",100,https://help.revolut.com/business/help/making-paymentsbusiness/physical-cards/i-want-to-change-my-card-pin
How much will I be charged for ATM cash withdrawals?,We have a 2% fee for each ATM withdrawal regardless of the amount or your monthly plan.Purchases made with your card are free.Note: beware of the ATM service unfair exchange rates and high commissions - we recommend you exchange funds within your Revolut Business account to avoid any extra fees.,100,https://help.revolut.com/business/help/making-paymentsbusiness/atm-withdrawals/will-i-be-charged-for-cash-withdrawals
What is the withdrawal limit?,"ATM withdrawals are limited to £3,000 or equivalent per 24 hours for all cards linked to the account and £100,000 or equivalent spending limit per month per card.",100,https://help.revolut.com/business/help/making-paymentsbusiness/atm-withdrawals/what-is-the-withdrawal-limit
I did not receive the correct amount of cash from the ATM,"Please fill out a chargeback form straight away with all of the details about the ATM, bank, and transaction:Go to 'Payments' and select the relevant transactionClick 'Report an issue'Select the issueRaise the request and provide the detailsThe request should be updated within 2 weeks and if we need any more information, our chargeback team will reach out to you.If you have not received any details from us in 15 days and the dispute is not completed, contact our support team to provide more information about the process.",100,https://help.revolut.com/business/help/making-paymentsbusiness/atm-withdrawals/i-did-not-receive-the-correct-amount-of-cash
My card has been swallowed by an ATM,"If this happens, please terminate the card right away from within the 'Cards' section of the app. You will then be able to order a new card and contact support for a possible refund.To understand why your card was swallowed, you will need to contact the ATM provider directly as we have no control over this type of incident.",100,https://help.revolut.com/business/help/making-paymentsbusiness/atm-withdrawals/my-card-has-been-swallowed-by-an-atm
Why was my cash withdrawal declined?,"Tap 'See all' on the Home screen and find the declined transaction. Selecting it will display the transaction details explaining the reason and advise on what to do to make the next transaction successful.The most common reasons for declined payments are:Insufficient fundsEntering the wrong PINExceeding your monthly spending limit for your cardDisabling the cash category for ATM transactions in your card's spend controls settingsUsing a card in a not allowed country, see hereIf you still have any more questions about your declined withdrawal, feel free to submit a support request here.",100,https://help.revolut.com/business/help/making-paymentsbusiness/atm-withdrawals/business1-why-was-my-cash-withdrawal-declined
What are virtual cards?,"Virtual cards are digital only cards with unique 16-digit card numbers, expiry date and CVV code. The most popular use case for them is online payments but you can also add them to your Apple and Google Pay wallets to pay offline that way too.Extra controlUsing virtual cards gives you additional layer of control. You can use one virtual card per each merchant which keeps your real card number protected and give you full control over which merchants can currently charge you. Most of our customers will typically create separate cards for suppliers they use (i.e. Amazon AWS, Google Ads etc). If you want one of those merchants to stop paying, you can simply freeze that card.Extra securityUsing separate virtual cards with different suppliers means that you're much safer because bad actors can get a hold of virtual card details, not the real one which is connected to all funds in your pocket.",100,https://help.revolut.com/business/help/making-paymentsbusiness/virtual-cards/what-are-virtual-cards
Recurring card payments,"Many of our customers pay using cards to the same merchants on a regular basis (i.e. monthly, weekly). The best way to stay on top of such spending is to create dedicated virtual cards for each of the merchants which some refer to as subscription cards.Thanks to them, you can easily manage your spend in the current month across all those merchants using the Scheduled tab in Payments.In order to create a dedicated card:Navigate to Scheduled tabTap 'Add new'Tap 'Create card subscription'This will create a virtual card (also listed in the Cards tab) with added benefit of listing it as a Card subscription in Scheduled tab where you can monitor your spend.To cancel an active subscription, freeze that card or remove it. You might also want to reach out to the merchant and cancel the payment.If you are unable to cancel your recurring payment, please fill out this form here and our Business Support team will be happy to assist you.",100,https://help.revolut.com/business/help/making-paymentsbusiness/virtual-cards/recurring-card-payments
Can I use virtual cards with Apple/Google Pay?,"Yes, you can!To do that, follow the instructions in How do I set up Apple/Google Pay?Troubles with Google/Apple wallet? Check with our support here.",100,https://help.revolut.com/business/help/making-paymentsbusiness/virtual-cards/can-i-use-virtual-cards-with-apple-google-pay
How can I set monthly spending limits on my cards?,"Every Revolut Business card can have a monthly limit set up which won't allow a card holder to spend more than the limit within a calendar month.To check if your card has a monthly limit or to check how much is left, go to Cards and tap the card. If there's a limit set on it, you'll see a 'Spend controls' widget, telling you your remaining allowance that month.Account owner/admins can change this limit anytime:Select a cardClick See all next to Spend controls widgetSelect Spending limitEnable spending limit, set limit and save. They can also link/unlink currency accounts to fund cards and manage other spend control settings.Note: the remaining monthly limit tells you what's the theoretical maximum amount of money you can spend with that card. This isn't the same as 'funds available', which might be lower and may lead to 'insufficient balance' declines.",100,https://help.revolut.com/business/help/making-paymentsbusiness/spend-controls/monthly-limit
Can I choose which accounts fund specific cards?,"Change Funding accountsYou can link multiple currency accounts to your active card – every card has to be linked at least to one currency account. To change Funding accounts:Go to Cards and select the cardNext to the 'Spend controls' widget, click 'See all'Tap 'Funding accounts' to reveal and adjust the list of accounts linked to a cardBudgetsFunding accounts can also be used as budgets. You can add money to a project-specific account with a certain amount of funding, and then connect team cards to that single account. Card holders will then only have access to funding from that account. To create more currency accounts, click here.Note: your access could be limited. If you can’t do certain actions or you wish to extend your permissions, contact your business account owner/admin.Check out this page to know which countries take card payments, and this page to see their list of currencies.",100,https://help.revolut.com/business/help/making-paymentsbusiness/spend-controls/linked-accounts
How to freeze/block my card?,"To freeze and block your card:Go to CardsChoose a cardTap 'Freeze card'Any card payments attempted with this card will fail until you click 'Unfreeze card'.If you're unable to unfreeze/unblock your card, please ask your account admin, or contact our support team and we should be able to reactivate your disabled card.",100,https://help.revolut.com/business/help/making-paymentsbusiness/spend-controls/freeze-a-card
In which countries can I use my cards?,"During a card payment, we will check which country the merchant trying to charge your card is registered in. If that country is not allowed, the payment will be declined. This applies to both offline and online card payments.Go to Cards and select the cardNext to 'Spend controls' widget, click 'See all'Tap 'Allowed countries'Select/unselect countries in the list.You can make card payments with your Revolut Business cards in the majority of countries that accept Mastercard or Visa – except for Afghanistan, Angola, Bahamas, Belarus, Burundi, Bolivia, Botswana, Cambodia, Crimea, Cuba, Egypt, Ethiopia, Haiti, Iran, Iraq, North Korea, Lao People's Democratic Republic, Liberia, Libya, Mozambique, Myanmar, Pakistan, Palau, Russia, Timor-Leste, Trinidad and Tobago, Sevastopol, Somalia, South Sudan, Sri Lanka, Sudan, Syrian Arab Republic, Swaziland, Uganda, Venezuela, Yemen and Zimbabwe.Note: your access could be limited. If you can’t do certain actions or you wish to extend your permissions, contact your business account owner/admin.It's possible that merchants with international presence can be registered in a country other than yours.",100,https://help.revolut.com/business/help/making-paymentsbusiness/spend-controls/allowed-countries
Single card payment limit,Every Revolut Business card can have a single card payment limit set up – this specifies the maximum spend allowed in a single payment. It can be set together with a monthly limit.To set a single card payment limit:Go to Cards and select the cardTap 'See all' next to 'Spend Controls'Click 'Single transaction limit'Set the limit for a single card payment and confirm,100,https://help.revolut.com/business/help/making-paymentsbusiness/spend-controls/single-card-payment-limit
Setting card presets for my team members,"Spend controls presets allow you to apply the same spend controls to multiple cards.For example, your company can offer an allowance for all new joiners. To do that you'd need to create a preset called ""New Joiners"" and set for it an all-time allowance of 200 GBP. Any card connected to that preset will automatically inherit the 200 GBP limit.To create a new preset:Go to Home and open Cards tabClick on ""Manage presets"" (if using mobile app - click three dots button (...))Click Create New and follow steps on screenTo link a card to a preset:Go to Home and open Cards tabSelect a single cardClick on ""See all"" in Spend ControlsClick ""Change"" in Spend Controls and choose the desired presetYou can edit presets from two places: the Manage Presets screen or the card's Spend Controls screen. When editing spend controls from within card details you'll have two options:1. Save the change to preset and update it for all other cards linked to it2. Save the change for that card only and unlink this card from the presetNote: only admins can manage and edit spend controls presets.",100,https://help.revolut.com/business/help/making-paymentsbusiness/spend-controls/setting-card-presets-for-my-team-members
Transfer fees,"Temporarily, all transfers to Ukraine are free: we won't charge you for a transfer or FX fees and transfers to Ukraine won't be counted to your plan allowances.Transfers to and from other Revolut accounts (business or personal) are always free and instant.If you exceed your plan's allowance for local or international transfers, you'll be charged for transferring funds.For each local transfer you send or receive above your plan's allowance, you'll be charged £0.2 per transfer.As for international transfers above your allowance, you'll be charged £3 per transfer.For transfers sent to Poland in PLN from UK or Switzerland you'll be charged 4 PLN.You may also be charged for exchanging currenciesPlease note: inbound local and international transfers in GBP, USD, EUR and CHF will not be counted towards your free allowance.For GBP and EUR local transfers we will not charge anything and the only costs will be applied by the beneficiary bank, these transfers are made through Faster Payments and SEPA respectively.If the beneficiary bank is located outside the EU or transfer is not in euros, then your transfer will be sent via SWIFT and you might incur international wire transfer fees.If you are not above your free allowance, Revolut Business does not charge you additional fees for transferring money, however we can’t prevent a beneficiary or intermediary bank from applying a fee as the money is moved or received. A bank sending funds to you could also charge a fee. When your money is in transit, it might be processed by an intermediary bank who might also deduct a handling fee. Therefore, the amount received might be less than the amount sent. We can provide an estimate of the potential fees for the following currencies: 35 AUD, 20 CAD, 50 AED, 16-32 EUR, 7500 JPY, 35 NZD, 20-40 USD.However, when you send an eligible international payment with us, you can ensure the recipient receives the full payment/transfer amount by using our Guaranteed SWIFT (OUR) Transfer feature. This allows you to choose to pay the full fee yourself. More details on our fees page.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/why-was-i-charged-a-fee-for-my-transfer
How long do transfers take?,"Regarding GBP transfers to a UK bank:If the counterparty bank supports Faster Payments it can take at most 2 hours;CHAPS (the Clearing House Automated Payment System) can take up to 1 day;If the bank only supports BACS (the Bankers' Automated Clearing System), it can take up to 3 days.For EUR transfers to a bank account domiciled in SEPA (the Single Euro Payments Area):Max 3 working days (usually it is 1 or 2 working days);If the recipient's bank supports SEPA Instant Credit Transfer scheme, then the transfer should be almost instantaneous.If you add USD from a bank domiciled in the US using your USD local details, the transfer can usually take up to 3 working days.As for Indian Rupee (INR), Indonesian Rupiah (IDR), Malaysian Ringgit (MYR) and Philippine Peso (PHP), they may take up to 1 day to be processed.For all other cases, you will have to use your SWIFT account details for the respective currency account, and the transfer might take up to 5 working days.Please keep in mind that:Some banks don't process transfers during weekends and bank holidays. Transfers are processed during working days only;We can't accept transfers with incorrect recipient details, like account number typos;All banks and payment service providers are required to run checks on your payments to comply with regulations, which may cause delays;The timeframe should be calculated from the moment the transfer was actually sent out, not from the moment the transfer request was submitted.If your transfer is pending for more than expected, kindly reach our support team here.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/how-quick-is-my-transfer
How can I download my transfer confirmation or MT103?,"For every bank transfer successfully sent or received, you can download a transfer confirmation as a proof of payment receipt. If your transfer hasn't landed yet, you can share the relevant transaction confirmation with your recipient to give to their bank – this can often speed up the process of tracking your transfer. To get a copy of a transfer confirmation:Go to HomeNext to 'Transactions' click See all and select the relevant bank transferOn a side window, click the Download confirmationThe transfer confirmation includes:Your name and account detailsThe recipient's name and account detailsThe date of the transferThe transfer amountAn external payment referenceIf you're not able to download the transfer confirmation statement yourself or you need SWIFT/MT103 message, please complete a request to our support team here. We don't provide any other type of statements for transfers (i.e.: MT940).",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/how-can-i-download-my-transfer-confirmation
Where can I find my account details or IBAN?,"To access your IBAN, BIC and other account details:Go to the ‘Home’ menuClick on your total balance and select the desired currency accountClick the three dots ‘...’ button to open the overflow menuSelect ‘Details’Your intermediary BIC/SWIFT code is also available for international transfer details. However, we can't disclose any other details about our intermediary bank partners.You can also manage your currency account: rename it, remove/deactivate it or add a new currency account.If you can't find specific currency details, please see article here or raise a support request.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/where-can-i-find-my-account-details
Does Revolut Business accept cash or receipt deposits?,"We don't accept cash deposits. We believe digital payments are a much safer and convenient way to pay. It also means we don't support cheque deposits.If you do have a cheque to deposit, please contact your payer to transfer money into your business account instead.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/does-revolut-business-accept-cash-deposits
What is Revolut’s address?,Someone sending you a payment may ask you to add the receiving institution address in addition to your address as a recipient. Revolut’s address varies depending on which of our entities supports your Revolut Business account. Here's how to find it:Go to your DashboardChoose your desired accountClick the three dots ‘...’ button to open the overflow menuSelect ‘Details’Feel free to copy Revolut's address and share with the sender.Note: the address in local and international tabs could be different.,100,https://help.revolut.com/business/help/receiving-payments/transfers-info/what-is-revoluts-bank-address
How can I edit counterparty details?,"At the moment, if you’d like to change a counterparty’s details, you'll need to delete and replace the counterparty with the correct details:Go to the 'Payments' menuClick See all next to 'Counterparties'Select a counterpartyYou can then add another account, add an email address, rename, or delete the counterpartyWhile making a transfer, check if the currency is supported. If it is but you still can't make transfer to the selected counterparty, you'll need to delete and add this counterparty with correct account details set in the needed currency.Regarding issues with recently sent transfers, see here.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/can-i-change-the-details-of-a-counterparty
Local account details,"You can instantly set up unique local accounts in your business's name which can make and receive local payments.Local GBP account details (BACS and Faster Payments for GBP payments in the UK)Local EUR account details (SEPA for EUR payments in the EEA)Local USD account details (ACH for USD payments in the USA)If you find you are missing account details, please reach out and raise a support request here.Note: inbound local and international transfers in GBP, USD, EUR and CHF will not be counted towards your free allowance. More info here.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/local-accounts-in-gbp-and-eur
Is my transfer local or international?,"Payments within the same country in the main currency of the country are considered as Local, including:SEPA account holders sending EUR to SEPA counterparties including EEA territoriesSEPA account holders sending GBP to UK counterparties including British territoriesUK customers sending EUR to SEPA counterparties including EEA territoriesPayments to other countries, or payments within the same country but not in that country's main currency are considered as International (see SWIFT transfers). For example: sending GBP from a Polish account to a Polish recipient.Note: inbound local and international transfers in GBP, USD, EUR and CHF will not be counted towards your free allowance.Find out more about transfers in Sending & Receiving money FAQs.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/local-transfers
Multi-currency IBAN,"Instant unique account details in your business's name to enable international payments: GBP, EUR, USD, ZAR, TRY, SAR, SGD, SEK, RON, PLN, NZD, NOK, MXN, JPY, ILS, HUF, HKD, DKK, CZK, CHF, CAD, AUD, BGN, QAR, THB, and AED. Find your account details.Where can I transfer money?Where from can I receive transfers?Why do I only have one IBAN?The reason you are able to operate in 27 currencies from day one is because what we offer you is called a multi-currency IBAN, i.e. one IBAN that can accept funds in 27 currencies. When funds are received by us, we check the currency of the transfer, and place the money in the correct currency account associated with the IBAN without doing any FX exchange. This way, we help you save money by minimising FX costs.To create a new currency account, see here. A new account for the same currency will generate another IBAN.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/international-iban
What are SEPA Instant transfers?,"SEPA Instant allows you to send and receive Euro transfers in the SEPA region within a few seconds at any time (including weekends and holidays). And your Revolut Business Euro account supports SEPA Instant at no additional cost!At first, your EUR transfer is sent as SEPA instant. However, If the recipient bank does not accept SEPA Instant, the transfer will be reverted back to your account - you'll need to send it again and the transfer will be processed as a normal SEPA and in that case it can take 3 working days to reach the beneficiary.If you have any issues with your transfer, please reach out and submit a support request here.",100,https://help.revolut.com/business/help/receiving-payments/transfers-info/what-are-sepa-instant-transfers
Where can I transfer money?,"You can send international transfers in the following currencies: GBP, EUR, USD, TRY, SGD, SEK, SAR, RON, PLN, NZD, NOK, JPY, ILS, HUF, HKD, DKK, CZK, CHF, CAD, AUD, AED, BGN, MXN, THB and ZAR.Although you can’t have a currency pocket for them, you can also make transfers in Indian Rupee (INR), Indonesian Rupiah (IDR), Malaysian Ringgit (MYR) and Philippine Peso (PHP) to their respective countries. Find out more here.Please note, if you transfer money to a bank account which holds a different currency (for example, if you transfer CAD to an account which holds GBP), a conversion fee will be applied. We will be adding more currencies very soon!We currently do not support transfers to the following countries (this list may change at any time):Afghanistan, Algeria, Angola, Bahamas, Belarus, Bolivia, Burkina Faso, Burundi, Cambodia, Central African Republic, Congo, Democratic Republic of the Congo, Crimea, Cuba, Côte d'Ivoire, Egypt, Eritrea, Ethiopia, Guinea, Guinea-Bissau, Guyana, Haiti, Iran (Islamic Republic of), Iraq, Lao People's Democratic Republic, Lebanon, Liberia, Libya, Mozambique, Myanmar, Nigeria, Democratic People's Republic of Korea, Pakistan, State of Palestine, Panama, Russia, Sevastopol, Sierra Leone, Somalia, South Sudan, Sri Lanka, Sudan, Swaziland, Syrian Arab Republic, Tajikistan, Timor-Leste, Trinidad and Tobago, Tunisia, Uganda, Vanuatu, Venezuela (Bolivarian Republic of), Yemen, and Zimbabwe.Unfortunately we are currently unable to make payments in the following currency-country pairs, as we are in the process of making some changes to our banking infrastructure. We’re sorry for any inconvenience, and hope to have a resolution soon.EUR transfers to Latin America countriesFor help on how to make a transfer, see here. If you have any troubles with a specific currency/country transfer, please reach out to our support team.",100,https://help.revolut.com/business/help/receiving-payments/sending-money-to-an-external-bank-account/where-can-i-transfer-money
How do I send a bank transfer?,"Here’s how to transfer money to other banks or Revolut accounts:Go to ‘Payments’ or ‘Home’Click ‘Send’Choose the recipient (in your account, this is called ‘counterparty’) from the list*, or click the '+New' button to add a new oneFollow the on-screen instructions to complete your transferDepending on your account permissions, you might need to get the transfer approved by someone who has admin access (in which case, just contact your team) – or to verify them using a SMS verification code (if you're not receiving the code, see here).*If you can’t change the currency, you’ll need to edit your recipient’s details – these settings include currency settings too. You may need to remove the counterparty and add it again with new account details. Learn more here.Please always double-check the account details of the recipient you’re sending money to. Once your transfer is complete, it can’t be cancelled.Useful info:The currencies we have on Revolut Business and the countries you can send money toCommon issues when making a transferAll about making a bulk transfer (CSV upload)Our transfer feesExchanging currencies and FX feesOur FAQ page on transfersFor any other questions, just reach out to our lovely support team any time.",100,https://help.revolut.com/business/help/receiving-payments/sending-money-to-an-external-bank-account/making-a-bank-transfer
What are the steps to send money to other Revolut accounts?,"Sending money to any other Revolut account, regardless of whether it's a Personal or Business account, is done exactly the same way as sending money to other bank accounts. You can do it either through Revolut Business web or mobile apps:Click 'Send'Add new counterpartyFill in all requested fieldsWith your new counterparty added, you can either make the payment right away or go back to the counterparties list in the ‘Payments’ tab and make the transfer as usual.Transfers between any Revolut accounts are always instant and free.If you sent a Revolut-to-Revolut transfer and the funds didn’t arrive, please contact our support team straight away. We're happy to help.To move funds between your accounts within the same Revolut Business account, click on Exchange button found in Home tab.",100,https://help.revolut.com/business/help/receiving-payments/sending-money-to-an-external-bank-account/what-are-the-steps-to-send-money-to-other-revolut-accounts
What are the limits on outbound transfers?,"If you're making a transfer in GBP to a beneficiary in the UK using one of our Company Business accounts, there's a value cap per transfer, as well as daily and weekly limits:Limit on the value of a single payment: £250kDaily limit on the total value of payments: £30MWeekly limit on the total value of payments: £100MDaily limit on the total number of payments: 25,000Weekly limit on the total number of payments: 100,000If you have instead a Freelancer Business account those limits are:Limit on the value of a single payment: £250kDaily limit on the total value of payments: £500kWeekly limit on the total value of payments: £1MDaily limit on the total number of payments: 50Weekly limit on the total number of payments: 200If you go over any of these limits, your domestic GBP transfers will be processed as SWIFT transfers which are unlimited. Don't worry, they'll still be treated as local transfers. The only thing to keep in mind is that SWIFT transfers can take up to 3 working days to arrive at the beneficiary’s account.These limits are applicable to outbound domestic GBP transfers only.As for SEPA Instant Credit Transfer, you're limited to 100k EUR per payment. If you go over this limit, or if the beneficiary's bank doesn't support this kind of payment scheme, your transfer will be processed as a normal SEPA Credit Transfer one.If you make any transfer in INR (only possible to India), IDR (to banks domiciled in Indonesia) and MYR (to Malaysia), there’s a limit of 5k GBP/day. As for domestic transfers to the Philippines made in PHP, the limit is set at 1k GBP/day.In addition to the standard information, regarding INR transfers you’ll also need to ask the beneficiary for:Their bank’s nameThe IFSCThe Payment Purpose Code from our dropdown listTransfers made in MYR to Malaysian banks will also need you to input the Payment Purpose Code from our dropdown list (please confirm this in advance with the beneficiary).As for the PHP transfers to the Philippines, you’ll need to provide us with a Payer identification type (your ID document, e.g., drivers license, passport, visa, national ID) and your Payer identification value (the number matching the document for the Payer identification type).Limits mentioned above can't be increased. You're also limited by your account balance. There is no minimum limit. Find out about our transfer fees here. If any you have any issues with a specific currency/country transfer, please reach out to our support team.",100,https://help.revolut.com/business/help/receiving-payments/sending-money-to-an-external-bank-account/what-are-the-limits-on-outbound-transfers
What name will the beneficiary see when I transfer money to them?,"As your account details are unique, the beneficiary will see your company's name in their account. For cross-currency transfers though, it may arrive under the name of our processing partner.In case your name appears incorrectly and you need to update your or your company's name, kindly raise a request here.",100,https://help.revolut.com/business/help/receiving-payments/sending-money-to-an-external-bank-account/what-name-will-the-beneficiary-see-when-i-transfer-money-to-them
How to schedule recurring payments?,"Recurring payments are payments you can set up to repeat either monthly, weekly or, using a mobile app, daily.There are two ways to set up a recurring payment:1. Go to ‘Send’, choose your beneficiary and amount, and click on the calendar icon next to 'Continue'. Choose the date and then ‘Repeat’. You'll be able to choose your preference here.Or:2. Go to ‘Payments’, then the ‘Scheduled’ tab. Click ‘Add new’, then ‘Schedule payment’, choose your beneficiary and amount, and click on the calendar icon next to 'Continue'. Choose the date and then ‘Repeat’. You'll be able to choose your preferences here.For monthly payments scheduled at the end of the month: if the current month has less days, the payment will be sent at the last day of the month.During this process you can also send an email notification automatically to the beneficiary. For this, you just need to add beneficiary's email address while creating a recipient.On Payments, on the Scheduled tab you can also view and delete your scheduled transfers.All recurring payments need to have a payment reference and, if the transfer fails (i.e. you don’t have enough funds in the currency pocket that you’ve chosen) you’ll have to process it manually. If you have any issues, please reach out and raise a support request.",100,https://help.revolut.com/business/help/receiving-payments/sending-money-to-an-external-bank-account/how-to-schedule-recurring-payments
Sending SWIFT transfers,"SWIFT payments are a type of international transfer sent via the SWIFT international payment network. The SWIFT international payment network is one of the largest financial messaging systems in the world. You can send and receive SWIFT payments using your Revolut Business account.Unlike many banks, we don't automatically charge SWIFT payments as international payments because sometimes we make a transfer between parties within the same country in order to allow for things like higher transfer limits. This is because we understand that for businesses sometimes the ability to send large amounts in a single payment is more important than a fee for the payment, for example. We often treat such payments as local payments in order to save our customers paying any fees. For more information on how we classify local and international payments, please see here.When the money is in transit, correspondent and intermediary banks may also deduct their handling fees. Unfortunately, we don't have control over these fees and they are deducted from the final amount that the recipient will receive. However, when you send an eligible international payment with us, you can ensure the recipient receives the full payment/transfer amount by using our Guaranteed SWIFT (OUR) Transfer feature. This allows you to choose to pay the full fee yourself. You can view more details on our fees page.To make a SWIFT transfer:Simply click 'Send' on your Business account Home pageClick the plus sign (+) to add a new counterparty OR select one from the listChoose between Guaranteed SWIFT (OUR) or SWIFT (SHA) for applicable payment routesContinue with steps on-screen.SWIFT transfers are usually sent using IBAN and BIC/SWIFT code. If input fields say something else, i.e. Account number, this should be a better (faster or cheaper) option available and you should use the Account number instead.The same applies to receive a SWIFT transfer.If you have any troubles with the transfer, please reach out and submit a support request here.",100,https://help.revolut.com/business/help/receiving-payments/sending-money-to-an-external-bank-account/swift-transfers
